victim.country.,actor.external.country.,actor.partner.country.,action.hacking.vector.,action.malware.vector.,action.misuse.vector.,action.physical.vector.,action.social.vector.,victim.industry2.
SE,Unknown,,Unknown,,,,,52
US,Unknown,,Unknown,Unknown,,,,62
GB,,,,,Unknown,,,92
PL,Unknown,,Web application,,,,,51
KE,Unknown,,Unknown,,,Partner facility,Email,92
US,,,,,LAN access,,,92
US,,US,,,LAN access,,,33
US,,,,,LAN access,,,62
GB,Unknown,,Web application,,,,,71
US,Unknown,,Unknown,,,,,92
US,,,,,LAN access,,,62
GB,,,,,,,,92
US,,,,,Physical access,,,33
US,Unknown,,Web application,,,,,62
US,,,,,,,,44
US,,,,,,,,92
FR,Unknown,,Web application,,,,,92
US,Unknown,,,,,Personal vehicle,,61
US,,,,,LAN access,,,61
TN,,,,,LAN access,,,92
US,,,,,Unknown,,,62
US,Unknown,,,,,Unknown,,61
US,Unknown,,Web application,,,,,92
US,Unknown,,,,,Victim work area,,62
TR,,,,,Physical access,,,92
AT,Unknown,,,,,,,48
US,,Unknown,,,,,,62
US,Unknown,,Web application,,,,,33
US,Unknown,,,,,Victim work area,,62
US,US,,,,,Victim work area,,62
US,Unknown,,,,,,Email,62
US,,,,,Unknown,,,92
US,,Unknown,,,,,,92
US,,,,,LAN access,,,62
US,US,,,,,Victim public area,,52
CN,Unknown,,Unknown,,,,,54
US,,,,,,,,52
US,,,,,,,,51
US,US,,Web application,,,,,45
GB,RU,,Unknown,Direct install,,,,54
US,Unknown,,,,,,,52
CG,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,Unknown,,,,,56
US,US,,,,,Victim work area,,62
US,,,,,Unknown,,,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,62
US,,US,,,Physical access,,,62
US,Unknown,,Other,Direct install,,,,72
IL,,,,,,,,51
US,,US,,,Non-corporate,,,92
US,Unknown,,,,,Victim grounds,,52
US,,,,,Physical access,,,62
US,Unknown,,,Unknown,,,,72
US,,,,,Unknown,,,52
US,Unknown,,Web application,,,,,92
US,Unknown,,Unknown,,,,,51
US,Unknown,,Web application,,,,Email,62
US,,,,,LAN access,,,92
CA,,,,,Physical access,,,62
Unknown,,,Unknown,,,,,52
US,Unknown,,Unknown,Unknown,,,Email,52
US,Unknown,,,Software update,,,,31
US,,,,,LAN access,,,62
NL,,,,,LAN access,,,92
US,,,,,LAN access,,,62
EG,YE,,Web application,,,,,92
SG,,,,,LAN access,,,92
IE,,,,,,,,52
GB,,,,,,,,62
US,,,,,,,,62
US,,,,,LAN access,,,92
US,,,,,,,,92
US,,,,,,,,92
US,RU,,,Unknown,,,,92
US,Unknown,,,,,Victim grounds,,44
CZ,SA,,Unknown,,,,,54
US,,,,,Physical access,,,00
US,,,,,,,,62
GB,,,,,,,,92
US,Unknown,,,Unknown,,,,72
US,,,,,,Victim grounds,,92
AU,,,,,,,,00
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,56
US,Unknown,,,Unknown,,,,72
US,,,,,,,,92
US,,,,,Physical access,,,23
NZ,,,,,,,,51
US,,,,,LAN access,,,62
US,,,,,,,,62
NZ,,,,,,,,61
PH,CN,,Web application,,,,,92
IE,,,,,,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,,,,,LAN access,,,62
US,,,,,,Victim public area,,72
US,,,,,,,,92
US,,,,,,Victim work area,,62
US,Unknown,,,Unknown,,,,62
CA,Unknown,,Unknown,,,,,81
US,,,,,,,,81
GB,,,,,,,,92
Unknown,Unknown,,Web application,,,,,51
US,Unknown,,Web application,,,,,54
US,,,,,,,,92
GB,GB,,,,,Victim work area,In-person,52
US,Unknown,,,Unknown,,,,62
US,,,,,,,,92
AU,Unknown,,,,,,,21
US,,,,,,,,62
US,,,,,,,,51
IN,Unknown,,,,Physical access,,,44
US,Unknown,,Other,,,,,44
KR,KR,,Unknown,,,,,51
US,,,,,,,,81
US,Unknown,,,,,Personal vehicle,,61
US,Unknown,,,,,,,51
US,Unknown,,Unknown,,,,,51
US,,,,,Physical access,,,44
CA,,,,,,,,92
US,,,,,,,,62
Unknown,,,,,,,,33
US,Unknown,,,,,Public facility,,92
US,,,,,LAN access,,,92
US,,Unknown,,,LAN access,,,62
US,Unknown,,Web application,,,,,51
US,,,,,,,,92
Unknown,Unknown,,Web application,,,,,81
US,Unknown,,,,,Unknown,,61
US,,,,,,,,62
US,Unknown,,Unknown,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,,Website,45
US,,,,,,,,61
US,Unknown,,Web application,,,,,61
US,,,,,LAN access,,,33
US,RU,,,Unknown,,,,61
GB,Unknown,,,Unknown,,,,56
US,Unknown,,,,,Victim public area,,52
US,Unknown,,,,,Victim public area,,44
US,Unknown,,Web application,,,,,23
US,Unknown,,,,,Personal vehicle,,52
US,,,,,,,,52
US,,,,,LAN access,,,33
US,,,,,LAN access,,,92
US,,,,,,,,62
US,US,,,,,Victim work area,,62
US,Unknown,Unknown,Unknown,,,,,51
IN,PK,,Web application,,,,,51
CA,CA,,,,,Victim public area,,52
US,Unknown,,,,,,,48
IN,CN,,,Email attachment,,,Email,61
US,Unknown,,Unknown,,,,,53
US,,,,,,,,51
US,Unknown,,,Unknown,,,,61
US,,,,,,,,52
US,,,,,Physical access,,,62
NZ,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,51
GB,,,,,,,,62
US,Unknown,,,,,Victim work area,,62
US,,,,,Physical access,,,62
US,,,,,LAN access,,,62
Unknown,,,,,LAN access,,,00
US,Unknown,,,,,Personal residence,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
Unknown,,CA,,,,,,52
US,,,,,,Victim work area,,62
US,,,,,LAN access,,,62
US,,,,,LAN access,,,92
US,,,,,,,,92
US,BZ,,Web application,,,,,92
GB,,,,,,,,62
US,Unknown,,,Unknown,,,,62
QA,SY,,Unknown,,,,,51
US,,,,,Physical access,,,62
US,,,,,Physical access,,,54
US,Unknown,,Unknown,,,,,62
US,Unknown,,Desktop sharing,Direct install,,,,72
DE,Unknown,,Web application,Direct install,,,,33
US,,,,,,,,51
US,Unknown,,Unknown,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Other,,,,,54
US,Unknown,,,,,Unknown,,44
US,,,,,,,,54
AU,,,,,,,,62
US,,,,,,,,44
US,,,,,,,,61
MZ,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Unknown,,32
US,Unknown,,,,,Unknown,,62
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,32
US,Unknown,,Web application,,,,,44
US,,,,,LAN access,,,62
GB,Unknown,,Web application,,,,,51
KE,BD,,Unknown,,,,,51
PH,PH,,Unknown,,,,,51
US,,,,,,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
NL,Unknown,,Web application,,,,,92
US,,,,,,,,56
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,,,,Public facility,,44
US,,Unknown,,,,,,62
US,US,,,,,Victim work area,,62
US,,,,,,,,92
US,,,,,Unknown,Victim public area,,72
US,,,,,Unknown,,,62
US,,,,,,,,92
CA,Unknown,,,,,Victim work area,,61
CA,,,,,LAN access,,,62
GB,,,,,,,,62
GB,,,,,LAN access,,,61
CN,Unknown,,Web application,,,,,92
CA,,,,,,,,62
US,Unknown,,,,,Partner vehicle,,61
GB,,,,,,,,62
GB,,,,,,,,62
US,Unknown,,Desktop sharing,,,,,62
US,Unknown,,,,,Victim grounds,,52
US,Unknown,,Unknown,,,,Email,62
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,62
US,Unknown,,,,,,,61
US,,,,,,,,92
US,Unknown,,Web application,Unknown,,,,45
US,,,,,,,,92
CN,CN,,Unknown,,,,,51
US,,,,,,,,52
US,,,,,LAN access,,,62
US,Unknown,,Unknown,Unknown,,,Unknown,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,45
SK,RU,,Backdoor or C2,Email attachment,,,Email,00
US,,,,,,,,45
US,Unknown,,Web application,,,,,71
US,RU,,Web application,,,,,52
US,Unknown,,Unknown,,,,,51
US,Unknown,,Web application,,,,,52
US,,,,,Physical access,,,72
US,Unknown,,,Unknown,,,,53
US,Unknown,,,,,Victim public area,,44
NZ,Unknown,,,,,Public facility,,54
US,Unknown,,,,,Unknown,,52
US,US,,Web application,,,,,54
US,,Unknown,,,,,,52
US,,,,,,,,62
US,Unknown,,Unknown,,,,,92
US,Unknown,,Unknown,Unknown,,,,45
SA,IR,,,Unknown,,,,21
US,Unknown,,,,,,,62
US,,,,,,,,62
US,,,,,,,,62
US,,,,,,Partner facility,,62
US,US,,Web application,,,,,81
US,,,,,,,,92
US,Unknown,,,,,Personal residence,,62
US,,,,,LAN access,,,62
FR,Unknown,,Web application,,,,,33
US,Unknown,,Web application,,,,,92
US,Unknown,,Web application,,,,,51
GB,Unknown,,,,,Unknown,,44
US,,US,,,,,,32
US,,,,,LAN access,,,62
US,,,,,,,,92
TR,TR,,Unknown,,,,,00
KR,,,,,,,,51
US,AU,,Unknown,,,,,54
IN,Unknown,,Other,,,,,62
US,,,,,,,,62
US,Unknown,,,,,Personal vehicle,,92
GB,,,,,,,,71
US,Unknown,,Web application,,,,,54
US,,,,,,,,92
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
IN,,,,,,,,54
US,Unknown,,,,,Victim grounds,,52
US,,,,,,,,61
IN,RU,,Backdoor or C2,Email attachment,,,Email,92
CA,Other,,,,,,,51
BE,,,,,,,,48
US,,,,,Unknown,Unknown,,62
GB,,,,,Unknown,,,62
US,Unknown,,Unknown,,,,,61
US,Unknown,,Web application,,,,,81
US,,,,,,,,62
US,,,,,Physical access,,,00
US,Unknown,,,Unknown,,,,44
US,,,,,LAN access,,,62
KE,Unknown,,Unknown,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Unknown,,,,,62
TW,Unknown,,,Unknown,,,,62
GB,,,,,,,,62
US,Unknown,,,,,Victim grounds,,52
GB,,,,,,Victim work area,,92
US,,,,,,,,92
CA,,,,,,,,62
CA,Unknown,,,,,Victim work area,,61
US,,,,,Physical access,,,72
GB,Unknown,,,,,Public facility,,44
MD,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,LAN access,,,92
IE,RO,,,,,Victim grounds,,52
US,Unknown,,Web application,,,,,62
US,,,,,LAN access,,,44
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim grounds,,44
JP,,,,,,,,22
US,Unknown,,Web application,,,,Email,52
TR,TR,,Web application,,,,,00
US,Unknown,,Web application,,,,,62
US,US,,Unknown,Direct install,,,,54
US,Unknown,,Web application,,,,,45
US,,,,,,,,31
Unknown,US,,Web application,,,,,48
GB,Unknown,,Web application,,,,,81
US,,,,,,,,62
CA,,,,,LAN access,,,62
GB,Unknown,,,,LAN access,,,44
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Unknown,,,,61
GB,SY,,Web application,,,,Email,52
US,Unknown,,,Unknown,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,US,,Unknown,,,,,81
US,Unknown,,,,,Victim work area,,92
US,Unknown,,Web application,,,,,52
US,,,,,LAN access,,,81
US,,,,,,,,62
US,,Unknown,,,,,,62
US,Unknown,,,,,Victim public area,,52
US,,,,,,,,62
US,Unknown,,Web application,,,,,52
US,Unknown,,,,,Victim secure area,,62
US,Unknown,,Web application,,,,,92
UM,Unknown,,,,LAN access,,In-person,62
US,US,,,,,Public facility,,62
US,Unknown,,,,,Unknown,,92
US,,,,,,,,56
CA,Unknown,,Unknown,,,,,92
AU,,,,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,51
US,US,,,,,Victim work area,,00
ES,Unknown,,Unknown,,,,,72
US,Unknown,,,Unknown,,,,62
US,,,,,LAN access,,,92
GB,Unknown,,Web application,,,,,92
US,,,,,,,,92
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
US,Unknown,,,,,Public facility,,62
US,US,,,,Physical access,,,72
US,,,,,,,,92
CA,RU,,Backdoor or C2,Email,,,Email,62
US,,,,,,,,92
US,Unknown,,Unknown,,,,,62
US,Unknown,,Web application,,,,,11
US,,,,,,,,92
US,,,,,,,,92
US,SY,,Web application,,,,,51
US,Unknown,,,,,Victim work area,,52
US,,,,,LAN access,,,62
US,,,,,,Victim work area,,62
US,,Unknown,,,,,,61
US,Unknown,,,,,Unknown,,52
US,US,,,,,Victim work area,,62
US,,,,,,,,92
US,Unknown,,,Unknown,,,Software,51
GB,SY,,Web application,,,,Email,51
BH,RU,,Backdoor or C2,Email attachment,,,Email,00
US,Unknown,,,,LAN access,,In-person,62
US,Unknown,,Web application,,,,,92
NZ,,,,,Physical access,Partner facility,,44
US,,,,,LAN access,,,92
US,,,,,,Public facility,,44
US,Unknown,,,,,Victim work area,,52
US,Unknown,,,,,,Email,62
US,,,,,LAN access,,,42
US,Unknown,,,,,Unknown,,62
GB,,,,,,,,62
AU,,,,,,,,21
Unknown,,Unknown,,,,,,00
US,,,,,LAN access,,,92
US,,,,,,,,61
US,,,,,,,,92
US,Unknown,,,,,Victim grounds,,44
US,Unknown,,,Unknown,,,Email,62
US,,,,,,,,92
US,,,,,,,,92
CA,,,,,,,,92
US,,,,,Unknown,,,62
GB,GB,,Unknown,,,,,54
US,,,,,,,,61
IE,,,,,,,,52
US,,,,,LAN access,,,92
US,Unknown,,,,LAN access,,In-person,52
US,Unknown,,,,LAN access,,Unknown,52
GB,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,56
US,Unknown,,Unknown,,,,,61
US,,,,,,,,92
US,,,Physical access,,Physical access,Victim public area,,56
US,,,,,,,,92
US,Unknown,,Unknown,,,,,33
US,,,,,,,,92
US,Unknown,,,,,Victim work area,,62
US,TR,,Other,,,,,54
US,Unknown,,,,,Victim secure area,,81
US,,,,,,,,92
GB,Unknown,,,,,Unknown,,62
RU,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,92
QA,RU,,Backdoor or C2,Email attachment,,,Email,92
GB,Unknown,,,Unknown,,,,62
MY,Unknown,,Web application,,,,,92
IE,,,,,,,,62
GB,Unknown,,,,,,,56
US,,,,,Physical access,,,62
GB,Unknown,,Web application,,,,,51
US,,,,,,,,92
IR,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
US,Unknown,,,,,Victim public area,,44
US,Unknown,,,Other,,,,33
US,,,,,LAN access,,,92
US,Unknown,,,,,Victim grounds,,44
US,,,,,,,,33
Unknown,Unknown,,Web application,,,,Email,00
AU,,,,,,,,22
GB,,,,,,,,92
US,Unknown,,Web application,,,,,61
AU,,,,,,,,62
US,,,,,LAN access,,,62
US,Unknown,,,,,,,62
US,Unknown,,,,,Personal vehicle,,62
IM,,,,,,,,92
US,US,,,,,Personal residence,,00
US,Unknown,,,,,,Email,81
US,Unknown,,Unknown,,,,,45
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim grounds,,52
US,,,,,Unknown,,,92
US,,,,,LAN access,,,62
US,,Unknown,,,,,,62
SG,Unknown,,Web application,,,,,61
Unknown,Unknown,,,,,Victim work area,,92
US,,,,,,,,44
US,,,,,,Privileged access,Phone,62
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,62
DE,Unknown,,Web application,,,,,54
CH,,,,,LAN access,,,52
US,,IN,,,,,,54
US,Unknown,,Web application,,,,,61
US,Unknown,,Web application,,,,,51
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,,,,Public vehicle,,49
US,US,,,,,Victim work area,,81
IT,Unknown,,Backdoor or C2,,,,,51
US,,,,,LAN access,,,42
IN,PK,,Web application,,,,,61
GB,,Unknown,,,,,,71
US,,,,,,,,52
US,,,,,,,,51
JP,Unknown,,Backdoor or C2,Email attachment,,,Email,92
TH,TH,,,,,Unknown,,51
US,,Unknown,Unknown,,,,,72
US,,,,,,,,62
US,,,,,Non-corporate,,,62
US,,,,,Physical access,Victim work area,,62
US,Unknown,,Web application,,,,,61
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
US,US,,,,,Victim public area,,45
US,,,,,,,,52
CA,,,,,Unknown,,,62
NZ,,,,,,,,92
SA,Unknown,,,Unknown,,,,21
US,,Unknown,,,,,,52
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,Unknown,,,,,54
US,Unknown,,,,,Victim public area,,44
KE,PK,,Other,,,,,51
PT,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,,Email,61
US,,,,,Unknown,,,92
US,Unknown,,,Unknown,,,,62
BR,Unknown,,Web application,,,,,51
TH,Unknown,,Web application,,,,,92
GB,,,,,,,,62
US,,,,,,,,92
GB,PT,,Unknown,,,,,61
US,,,,,,,,92
US,Unknown,Unknown,,,Physical access,,,71
US,Unknown,,,,,Victim public area,,44
US,Unknown,,,,,Victim public area,,52
US,,,,,,,,61
US,,,,,Physical access,,,62
US,Unknown,,,,,Partner facility,,52
US,,,,,,,,62
US,,,,,,,,52
US,Unknown,,Unknown,,,,,62
US,,,,,,,,62
US,,Unknown,,,,,,62
US,,,,,LAN access,,,92
US,Unknown,,Backdoor or C2,,,,,62
US,Unknown,,,,,Other,,62
US,,,,,,,,62
US,,,,,LAN access,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Victim grounds,,62
US,Unknown,,,,,Unknown,,53
US,,,,,Physical access,,,62
US,,,,,LAN access,,,62
Unknown,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,62
US,US,,,,,Personal vehicle,,72
US,Unknown,,Unknown,,,,,92
US,US,,Unknown,,,,Email,92
US,Unknown,,,,,Unknown,,52
US,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,Unknown,,,Email,62
GB,Unknown,,Web application,,,,,42
US,,,,,LAN access,,,62
Unknown,Unknown,,Unknown,Unknown,,,,00
US,Unknown,,,Unknown,,,,72
GB,,,,,,,,52
NZ,Unknown,,Web application,,,,,49
DK,,,,,Physical access,,,52
US,Unknown,,Web application,,,,,51
US,,,,,,,,61
US,Unknown,,Unknown,,,,,62
US,Unknown,,,Unknown,,,,62
US,,,,,LAN access,,,52
US,,,,,,,,62
US,Unknown,,Web application,,,,,81
US,,,,,,,,92
US,,,,,,,,92
US,,,,,LAN access,Victim work area,,61
NL,Unknown,,Unknown,,,,,51
US,,,,,LAN access,,,92
US,,,,,LAN access,,,32
US,,,,,LAN access,,,52
US,Unknown,,,,,Personal residence,,62
DK,,,,,,,,62
US,,,,,,,,62
Unknown,,,,,,,,00
US,,,,,Physical access,Privileged access,,00
US,Unknown,,,,,Unknown,,92
US,Unknown,,Web application,,,,,51
US,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,62
US,,,,,,,,92
RU,Unknown,,Web application,,,,,00
Unknown,Unknown,,,Unknown,,,,51
US,,,,,,,,62
AU,UA,,Unknown,,,,,54
US,,,,,,,,51
US,Unknown,,Web application,,,,,42
US,,,,,Unknown,,Documents,62
GB,Unknown,,Unknown,Unknown,,,,51
NZ,,Unknown,,,LAN access,,,92
US,,,,,LAN access,,,92
US,,,,,,,,62
US,,US,,,,,,62
US,,,,,,,,62
US,,,,,Other,,,92
US,,,,,,,,61
GB,EE,,Web application,,,,,52
US,,,,,,,,92
CA,,,,,LAN access,,,62
GB,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,54
US,,,,,,,,92
US,Unknown,,Other,,,,,62
US,,,,,LAN access,,,51
GB,Unknown,,,Unknown,,,,62
CH,,,,,,Unknown,,51
TR,Unknown,,Web application,Direct install,,,,92
US,Unknown,,Unknown,,,,,51
IE,IE,IE,,,,Partner facility,,52
US,,,,,,,,62
US,Unknown,,Web application,,,,,92
GB,,,,,,,,62
US,Unknown,,,Unknown,,,Unknown,92
US,Unknown,,,Unknown,,,,32
US,Unknown,,Web application,,,,,51
LV,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,Public facility,,44
US,IR,,Web application,,,,,51
IL,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,62
IE,,,,,,,,92
US,Unknown,,,,,Unknown,,62
NZ,,,,,LAN access,,,62
PK,PK,,Unknown,,,,,81
US,,,,,,,,92
US,,,,,LAN access,,,31
US,,,,,LAN access,,,92
PK,PK,,Web application,,,,,52
US,US,,Unknown,,,,,61
US,Unknown,,Web application,,,,,51
NZ,,,,,,,,92
KR,KP,,Backdoor or C2,Email attachment,,,Email,00
US,,,,,,,,62
US,,,,,LAN access,,,92
GB,GB,,,,,Personal vehicle,,62
GB,GB,,Web application,,,,,61
US,Unknown,,,,,Personal vehicle,,56
US,,,,,LAN access,,,62
GB,,,,,,,,62
US,,,,,LAN access,,,92
US,,,,,,,,52
US,Unknown,,Unknown,,,,,51
Unknown,,,,,,,,00
US,,Unknown,,,LAN access,,,62
GH,GH,,,,,Victim secure area,,92
US,,,,,LAN access,,,62
US,,,,,LAN access,,,54
Unknown,,,,,,,,61
Unknown,Unknown,,,Unknown,,,,92
IE,,,,,,,,62
US,Unknown,Unknown,Unknown,,,,,62
NL,NL,,Unknown,,Unknown,,,51
US,UA,,Web application,,,,,52
CN,Unknown,,,,Physical access,,,33
GB,,,,,LAN access,Privileged access,,62
US,,,,,,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,Personal residence,,62
GB,,,,,,,,62
US,Unknown,,,,,Public facility,,52
US,,,,,,,,54
GB,Unknown,,,,,Personal residence,,71
US,Unknown,,,Unknown,,,,92
US,Unknown,,Web application,,,,,92
RU,Unknown,,Web application,,,,,51
Unknown,Unknown,,Web application,,,,,00
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,51
US,Unknown,,Unknown,,,,,61
US,US,,,,,Victim work area,,54
AU,,AU,,,,,,44
US,,,,,,,,52
US,Unknown,,Unknown,,,,,51
US,,,,,,,,92
US,,,,,,,,92
US,,,,,Physical access,,,72
SE,Unknown,,Web application,,,,,52
US,,,,,,,,92
CA,Unknown,,,,,Uncontrolled location,,62
US,Unknown,Unknown,,,Unknown,,,61
US,,,,,LAN access,,,92
US,,,,,,,,92
TW,CN,,Web application,,,,,81
TW,Unknown,,,Unknown,,,,92
US,,,,,Remote access,,,00
US,Unknown,,Unknown,Unknown,,,Email,62
US,,,,,,,,81
US,,,,,,,,54
GB,,,,,,,,62
US,,,,,,,,92
GB,Unknown,Unknown,Unknown,Unknown,,,Email,71
US,,,,,,Victim public area,,92
US,,,,,LAN access,,,62
US,,,,,,Victim secure area,,62
US,,,,,,,,92
US,,,,,,,,61
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,,,62
PK,PK,,Web application,,,,,92
HK,,,,,,,,61
US,Unknown,,Unknown,,,,,92
JP,,,,,LAN access,,,56
US,,,,,,,,92
US,,,,,,,,92
BH,SY,,Web application,,,,,92
US,,,,,,,,62
GB,,,,,,,,62
US,US,,Web application,,,,,51
US,NG,,,,,,Email,92
US,Unknown,,Other,,,,,54
US,,,,,LAN access,,,56
US,Unknown,,Web application,,,,,54
US,Unknown,,,,,Victim grounds,,62
US,US,,,,,Victim public area,,42
DE,Unknown,,Unknown,,,,,61
DK,Unknown,,Web application,,,,,51
US,Unknown,,Web application,,,,,71
US,Unknown,,,,LAN access,,In-person,62
US,,,,,,,,62
GB,Unknown,,Web application,,,,Unknown,51
US,Unknown,,,,,Personal vehicle,,61
US,Unknown,,,,,Victim work area,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,51
JO,SY,,Web application,,,,,92
US,CN,,Other,Unknown,,,,62
US,,,,,LAN access,,,92
US,,,,,,,,62
US,UA,,Web application,,,,,51
US,Unknown,,,,,Victim work area,,54
US,Unknown,,,,,Victim public area,,52
JP,Unknown,,Unknown,,,,,42
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,Other,,,,,92
US,US,,,,,Victim secure area,,92
AU,,,,,,,,45
Unknown,PK,,Web application,,,,,54
US,,,,,LAN access,,,62
GB,,,,,,,,62
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,,,,Public facility,,44
US,US,,Other,,,,,61
CA,,,,,LAN access,,,62
NZ,Unknown,,,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,Web application,,,,,51
CK,Unknown,,Web application,,,,,92
US,Unknown,,Web application,,,,,92
MA,Unknown,,,,,,,92
US,RU,,,Email attachment,,,Software,52
US,,,,,,,,62
US,,,,,,,,54
US,,,,,,,,61
TR,Unknown,,Web application,,,,,92
US,Unknown,,Unknown,,,,,53
GB,Unknown,,Unknown,,,,,92
UA,Unknown,,Web application,,,,,92
GB,,,,,LAN access,,,92
CA,Unknown,,,,,Personal vehicle,,92
US,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,,,,Personal vehicle,,92
US,Unknown,,,,,Unknown,,52
GB,,,,,Unknown,Partner facility,,92
US,,,,,,,,62
US,,,,,,,,52
US,,,,,,,,53
US,,,,,LAN access,,,92
US,Unknown,,Web application,,,,,54
US,,,,,,,,62
Unknown,MA,,Web application,,,,,81
US,,,,,,,,92
US,,,,,,,,62
Unknown,SY,,Unknown,,,,,00
US,,Unknown,,,,,,92
US,Unknown,,,Unknown,,,Email,54
US,CN,,Unknown,Web drive-by,,,Email,51
US,,US,,,,,,92
US,Unknown,,,,,Victim work area,,61
CA,,,Partner,,Remote access,,,44
US,Unknown,,,,,Victim public area,,52
US,Unknown,,,,,Unknown,,51
US,Unknown,,,Unknown,,,,72
US,,,,,LAN access,,,62
US,,,,,Physical access,,,45
US,,,,,,,,92
GB,Unknown,,,,,Personal vehicle,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,92
US,,,,,,Victim work area,,62
AU,Unknown,,Backdoor or C2,,,,,81
US,,,,,,,,92
US,,,,,,,,62
ZA,Unknown,,Web application,,,,,92
GB,,,,,,,,52
US,Unknown,,,,,Personal vehicle,,92
US,,,,,,,,92
US,SY,,Web application,,,,,51
US,Unknown,,,,,Victim grounds,,52
IT,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,61
US,,,,,,,,48
US,Unknown,,Unknown,,,,,51
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,Public facility,,44
US,Unknown,,Unknown,,,,,51
US,Unknown,,,,,Victim work area,,62
Unknown,Unknown,,,,,Victim secure area,,00
US,,,,,,,,92
US,,,,,,,,61
US,Unknown,,,,,Victim public area,,44
CA,,,,,LAN access,,,62
US,Unknown,,,,,,Email,52
US,US,,,,,Partner facility,,62
PH,Unknown,,,,,Public facility,,52
US,Unknown,,,,,Personal vehicle,,81
CA,,,,,,,,92
US,Unknown,,,,,Victim grounds,,52
US,,,,,LAN access,,,62
US,Unknown,,,,,Victim work area,,61
CA,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,Public vehicle,,92
US,,,,,LAN access,,,44
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,,,,62
US,Unknown,,,Unknown,,,,51
US,,US,,,,,,62
US,Unknown,,,Direct install,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,Unknown,,,,Email,61
US,,,,,,,,62
US,,,,,Unknown,,,23
